file,beam,shot_number,lat_GEDI2A,lon_GEDI2A,rh98_GEDI2A,rh100_GEDI2A,elev_highest_GEDI2A,elev_lowest_GEDI2A,height_lastbin_GEDI2A,sensitivity_GEDI2A,l2a_quality_flag_GEDI2A,cover_GEDI2B,pai_GEDI2B,fhd_normal_GEDI2B,omega_GEDI2B,pgap_theta_GEDI2B,pgap_theta_error_GEDI2B,lat_GEDI2B,lon_GEDI2B,l2b_quality_flag_GEDI2B
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460474,17.97653444562785,-66.8598844670174,0.0,0.0,84.51168,84.51168,,-0.98521954,0,,,,,,,17.97653444562785,-66.8598844670174,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460475,17.97610702421744,-66.85953892862398,3.29,4.04,157.75516,153.71126,,0.8853136,0,,,,,,,17.97610702421744,-66.85953892862398,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460476,17.975706487724608,-66.85920990911221,9.84,11.15,148.49782,137.33966,,0.97305995,1,,,,,,,17.975706487724608,-66.85920990911221,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460477,17.97530345973783,-66.85887934826115,9.06,10.25,139.046,128.78648,,0.97136563,1,,,,,,,17.97530345973783,-66.85887934826115,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460478,17.974899662556854,-66.85854831041979,8.94,9.92,132.4878,122.56527,,0.97066593,1,,,,,,,17.974899662556854,-66.85854831041979,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460479,17.974495092928205,-66.85821679906894,9.51,10.85,129.53857,118.679955,,0.9723339,1,,,,,,,17.974495092928205,-66.85821679906894,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460480,17.974089443596462,-66.8578846299182,12.28,13.66,131.75444,118.08756,,0.9405707,1,,,,,,,17.974089443596462,-66.8578846299182,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460481,17.973683160326846,-66.85755208247731,6.85,7.52,126.89077,119.364624,,0.9491831,1,,,,,,,17.973683160326846,-66.85755208247731,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460482,17.97327658235826,-66.8572193701563,8.57,9.06,130.47472,121.41338,,0.9182332,1,,,,,,,17.97327658235826,-66.8572193701563,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0011,240610300300460483,17.972891192317036,-66.85689970468178,0.0,0.0,55.91941,55.91941,,2.8582954,0,,,,,,,17.972891192317036,-66.85689970468178,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0101,240610500300460639,17.971130730887644,-66.8662278005372,9.84,10.74,106.93163,96.18807,,0.9078975,1,,,,,,,17.971130730887644,-66.8662278005372,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0101,240610500300460640,17.970722251586665,-66.86589588136121,8.79,10.59,108.693855,98.10003,,0.9855368,1,,,,,,,17.970722251586665,-66.86589588136121,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0101,240610500300460641,17.970310517482567,-66.8655616985815,4.26,6.02,115.42675,109.39988,,0.9888051,1,,,,,,,17.970310517482567,-66.8655616985815,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0101,240610500300460642,17.969903969983264,-66.86523125653378,5.27,6.58,112.23976,105.65138,,0.97803867,1,,,,,,,17.969903969983264,-66.86523125653378,
GEDI02_A_2023072083405_O24061_03_T01382_02_003_02_V002.h5,BEAM0101,240610500300460643,17.969497606232423,-66.86490098816539,4.19,5.68,107.04159,101.35162,,0.9691717,1,,,,,,,17.969497606232423,-66.86490098816539,
